Level,Div Num,Div Name,Subject,Subgroup,Number Tested,Number of Students,2023-2024 Participation Rate
Div,13,Brunswick County ,Mathematics,English Learners,0,0,0
Div,13,Brunswick County ,Reading,English Learners,0,0,0
Div,13,Brunswick County ,Science,English Learners,0,0,0
Div,13,Brunswick County ,Mathematics,Female,337,338,99.7
Div,13,Brunswick County ,Reading,Female,337,337,100
Div,13,Brunswick County ,Science,Female,87,88,98.9
Div,13,Brunswick County ,Mathematics,Hispanic,35,35,100
Div,13,Brunswick County ,Reading,Hispanic,34,34,100
Div,13,Brunswick County ,Science,Hispanic,11,11,100
Div,13,Brunswick County ,Mathematics,Male,339,341,99.4
Div,13,Brunswick County ,Reading,Male,338,341,99.1
Div,13,Brunswick County ,Science,Male,87,88,98.9
Div,13,Brunswick County ,Mathematics,Multiple Races,16,16,100
Div,13,Brunswick County ,Reading,Multiple Races,16,16,100
Div,13,Brunswick County ,Science,Multiple Races,0,0,0
Div,13,Brunswick County ,Mathematics,Students with Disabilities,110,111,99.1
Div,13,Brunswick County ,Reading,Students with Disabilities,109,111,98.2
Div,13,Brunswick County ,Science,Students with Disabilities,38,40,95
Div,13,Brunswick County ,Mathematics,White,93,94,98.9
Div,13,Brunswick County ,Reading,White,95,95,100
Div,13,Brunswick County ,Science,White,32,32,100
Div,14,Buchanan County ,Mathematics,All Students,1141,1176,97
Div,14,Buchanan County ,Reading,All Students,1170,1174,99.7
Div,14,Buchanan County ,Science,All Students,534,537,99.4
Div,14,Buchanan County ,Mathematics,Asian,0,0,0
Div,14,Buchanan County ,Reading,Asian,0,0,0
Div,14,Buchanan County ,Science,Asian,0,0,0
Div,14,Buchanan County ,Mathematics,Black,0,0,0
Div,14,Buchanan County ,Reading,Black,0,0,0
Div,14,Buchanan County ,Mathematics,Economically Disadvantaged,692,704,98.3
Div,14,Buchanan County ,Reading,Economically Disadvantaged,702,704,99.7
Div,14,Buchanan County ,Science,Economically Disadvantaged,305,306,99.7
Div,14,Buchanan County ,Mathematics,English Learners,0,0,0
Div,14,Buchanan County ,Reading,English Learners,0,0,0
Div,14,Buchanan County ,Science,English Learners,0,0,0
Div,14,Buchanan County ,Mathematics,Female,544,566,96.1
Div,14,Buchanan County ,Reading,Female,565,565,100
Div,14,Buchanan County ,Science,Female,168,168,100
Div,14,Buchanan County ,Mathematics,Hispanic,14,14,100
Div,14,Buchanan County ,Reading,Hispanic,16,16,100
Div,14,Buchanan County ,Science,Hispanic,0,0,0
Div,14,Buchanan County ,Mathematics,Male,597,610,97.9
Div,14,Buchanan County ,Reading,Male,605,609,99.3
Div,14,Buchanan County ,Science,Male,179,179,100
Div,14,Buchanan County ,Mathematics,Multiple Races,0,0,0
Div,14,Buchanan County ,Reading,Multiple Races,0,0,0
Div,14,Buchanan County ,Science,Multiple Races,0,0,0
Div,14,Buchanan County ,Mathematics,Students with Disabilities,238,241,98.8
Div,14,Buchanan County ,Reading,Students with Disabilities,238,240,99.2
Div,14,Buchanan County ,Science,Students with Disabilities,99,101,98
Div,14,Buchanan County ,Mathematics,White,1115,1149,97
Div,14,Buchanan County ,Reading,White,1145,1148,99.7
Div,14,Buchanan County ,Science,White,524,526,99.6
Div,15,Buckingham County ,Mathematics,All Students,879,937,93.8
Div,15,Buckingham County ,Reading,All Students,939,944,99.5
Div,15,Buckingham County ,Science,All Students,421,429,98.1
Div,15,Buckingham County ,Mathematics,Asian,0,0,0
Div,15,Buckingham County ,Reading,Asian,0,0,0
Div,15,Buckingham County ,Mathematics,Black,289,300,96.3
Div,15,Buckingham County ,Reading,Black,305,306,99.7
Div,15,Buckingham County ,Science,Black,135,138,97.8
Div,15,Buckingham County ,Mathematics,Economically Disadvantaged,538,564,95.4
Div,15,Buckingham County ,Reading,Economically Disadvantaged,569,573,99.3
Div,15,Buckingham County ,Science,Economically Disadvantaged,251,257,97.7
Div,15,Buckingham County ,Mathematics,English Learners,24,24,100
Div,15,Buckingham County ,Reading,English Learners,22,22,100
Div,15,Buckingham County ,Science,English Learners,0,0,0
Div,15,Buckingham County ,Mathematics,Female,434,471,92.1
Div,15,Buckingham County ,Reading,Female,470,473,99.4
Div,15,Buckingham County ,Science,Female,142,144,98.6
Div,15,Buckingham County ,Mathematics,Hispanic,38,42,90.5
Div,15,Buckingham County ,Reading,Hispanic,43,43,100
Div,15,Buckingham County ,Science,Hispanic,18,20,90
Div,15,Buckingham County ,Mathematics,Male,445,466,95.5
Div,15,Buckingham County ,Reading,Male,469,471,99.6
Div,15,Buckingham County ,Science,Male,142,145,97.9
Div,15,Buckingham County ,Mathematics,Multiple Races,91,96,94.8
Div,15,Buckingham County ,Reading,Multiple Races,96,98,98
Div,15,Buckingham County ,Science,Multiple Races,44,45,97.8
Div,15,Buckingham County ,Mathematics,Students with Disabilities,153,155,98.7
Div,15,Buckingham County ,Reading,Students with Disabilities,155,157,98.7
Div,15,Buckingham County ,Science,Students with Disabilities,68,69,98.6
Div,15,Buckingham County ,Mathematics,White,457,495,92.3
Div,15,Buckingham County ,Reading,White,493,495,99.6
Div,15,Buckingham County ,Science,White,223,225,99.1
Div,103,Buena Vista City ,Mathematics,All Students,421,423,99.5
Div,103,Buena Vista City ,Reading,All Students,420,424,99.1
Div,103,Buena Vista City ,Science,All Students,175,179,97.8
Div,103,Buena Vista City ,Mathematics,Asian,0,0,0
Div,103,Buena Vista City ,Reading,Asian,0,0,0
Div,103,Buena Vista City ,Mathematics,Black,18,18,100
Div,103,Buena Vista City ,Reading,Black,18,18,100
Div,103,Buena Vista City ,Science,Black,0,0,0
Div,103,Buena Vista City ,Mathematics,Economically Disadvantaged,225,225,100
Div,103,Buena Vista City ,Reading,Economically Disadvantaged,225,227,99.1
Div,103,Buena Vista City ,Science,Economically Disadvantaged,93,95,97.9
Div,103,Buena Vista City ,Mathematics,English Learners,0,0,0
Div,103,Buena Vista City ,Reading,English Learners,0,0,0
Div,103,Buena Vista City ,Mathematics,Female,188,189,99.5
Div,103,Buena Vista City ,Reading,Female,191,191,100
Div,103,Buena Vista City ,Science,Female,56,56,100
Div,103,Buena Vista City ,Mathematics,Hispanic,25,25,100
Div,103,Buena Vista City ,Reading,Hispanic,25,25,100
Div,103,Buena Vista City ,Science,Hispanic,10,10,100
Div,103,Buena Vista City ,Mathematics,Male,233,234,99.6
Div,103,Buena Vista City ,Reading,Male,229,233,98.3
Div,103,Buena Vista City ,Science,Male,66,66,100
Div,103,Buena Vista City ,Mathematics,Multiple Races,33,34,97.1
Div,103,Buena Vista City ,Reading,Multiple Races,33,34,97.1
Div,103,Buena Vista City ,Science,Multiple Races,13,13,100
Div,103,Buena Vista City ,Mathematics,Students with Disabilities,66,66,100
Div,103,Buena Vista City ,Reading,Students with Disabilities,63,66,95.5
Div,103,Buena Vista City ,Science,Students with Disabilities,29,30,96.7
Div,103,Buena Vista City ,Mathematics,White,340,341,99.7
Div,103,Buena Vista City ,Reading,White,340,343,99.1
Div,103,Buena Vista City ,Science,White,143,147,97.3
Div,16,Campbell County ,Mathematics,All Students,3984,4004,99.5
Div,16,Campbell County ,Reading,All Students,3962,3989,99.3
Div,16,Campbell County ,Science,All Students,1169,1179,99.2
Div,16,Campbell County ,Mathematics,Asian,66,66,100
Div,16,Campbell County ,Reading,Asian,62,62,100
Div,16,Campbell County ,Science,Asian,20,20,100
Div,16,Campbell County ,Mathematics,Black,651,654,99.5
Div,16,Campbell County ,Reading,Black,649,654,99.2
Div,16,Campbell County ,Science,Black,184,187,98.4
Div,16,Campbell County ,Mathematics,Economically Disadvantaged,1991,2005,99.3
Div,16,Campbell County ,Reading,Economically Disadvantaged,1980,2004,98.8
Div,16,Campbell County ,Science,Economically Disadvantaged,541,547,98.9
Div,16,Campbell County ,Mathematics,English Learners,173,173,100
Div,16,Campbell County ,Reading,English Learners,156,156,100
Div,16,Campbell County ,Science,English Learners,48,48,100
Div,16,Campbell County ,Mathematics,Female,1980,1988,99.6
Div,16,Campbell County ,Reading,Female,1971,1982,99.4
Div,16,Campbell County ,Science,Female,280,280,100
Div,16,Campbell County ,Mathematics,Hispanic,264,265,99.6
Div,16,Campbell County ,Reading,Hispanic,250,252,99.2
Div,16,Campbell County ,Science,Hispanic,68,68,100
Div,16,Campbell County ,Mathematics,Male,2004,2016,99.4
Div,16,Campbell County ,Reading,Male,1991,2007,99.2
Div,16,Campbell County ,Science,Male,309,311,99.4
Div,16,Campbell County ,Mathematics,Multiple Races,281,282,99.6
Div,16,Campbell County ,Reading,Multiple Races,282,283,99.6
Div,16,Campbell County ,Science,Multiple Races,66,66,100
Div,16,Campbell County ,Mathematics,Students with Disabilities,527,533,98.9
Div,16,Campbell County ,Reading,Students with Disabilities,527,534,98.7
Div,16,Campbell County ,Science,Students with Disabilities,167,171,97.7
Div,16,Campbell County ,Mathematics,White,2699,2714,99.4
Div,16,Campbell County ,Reading,White,2697,2715,99.3
Div,16,Campbell County ,Science,White,827,833,99.3
Div,17,Caroline County ,Mathematics,All Students,2226,2249,99
Div,17,Caroline County ,Reading,All Students,2223,2240,99.2
Div,17,Caroline County ,Science,All Students,904,912,99.1
Div,17,Caroline County ,Mathematics,Asian,16,16,100
Div,17,Caroline County ,Reading,Asian,16,16,100
Div,17,Caroline County ,Science,Asian,0,0,0
Div,17,Caroline County ,Mathematics,Black,573,576,99.5
Div,17,Caroline County ,Reading,Black,573,576,99.5
Div,17,Caroline County ,Science,Black,251,252,99.6
Div,17,Caroline County ,Mathematics,Economically Disadvantaged,1087,1100,98.8
Div,17,Caroline County ,Reading,Economically Disadvantaged,1087,1101,98.7
Div,17,Caroline County ,Science,Economically Disadvantaged,440,446,98.7
Div,17,Caroline County ,Mathematics,English Learners,130,135,96.3
Div,17,Caroline County ,Reading,English Learners,124,125,99.2
Div,17,Caroline County ,Science,English Learners,35,35,100
Div,17,Caroline County ,Mathematics,Female,1071,1083,98.9
Div,17,Caroline County ,Reading,Female,1074,1080,99.4
Div,17,Caroline County ,Science,Female,300,302,99.3
Div,17,Caroline County ,Mathematics,Hispanic,311,317,98.1
Div,17,Caroline County ,Reading,Hispanic,306,307,99.7
Div,17,Caroline County ,Science,Hispanic,129,129,100
Div,17,Caroline County ,Mathematics,Male,1154,1165,99.1
Div,17,Caroline County ,Reading,Male,1148,1159,99.1
Div,17,Caroline County ,Science,Male,341,344,99.1
Div,17,Caroline County ,Mathematics,Multiple Races,237,243,97.5
Div,17,Caroline County ,Reading,Multiple Races,240,244,98.4
Div,17,Caroline County ,Science,Multiple Races,97,98,99
Div,17,Caroline County ,Mathematics,Students with Disabilities,293,299,98
Div,17,Caroline County ,Reading,Students with Disabilities,292,299,97.7
Div,17,Caroline County ,Science,Students with Disabilities,111,115,96.5
Div,17,Caroline County ,Mathematics,White,1076,1084,99.3
Div,17,Caroline County ,Reading,White,1075,1084,99.2
Div,17,Caroline County ,Science,White,419,425,98.6
Div,18,Carroll County ,Mathematics,All Students,1757,1762,99.7
Div,18,Carroll County ,Reading,All Students,1747,1752,99.7
Div,18,Carroll County ,Science,All Students,723,726,99.6
Div,18,Carroll County ,Mathematics,Asian,0,0,0
Div,18,Carroll County ,Reading,Asian,0,0,0
Div,18,Carroll County ,Mathematics,Black,11,11,100
Div,18,Carroll County ,Reading,Black,10,11,90.9
Div,18,Carroll County ,Science,Black,0,0,0
Div,18,Carroll County ,Mathematics,Economically Disadvantaged,1021,1025,99.6
Div,18,Carroll County ,Reading,Economically Disadvantaged,1016,1021,99.5
Div,18,Carroll County ,Science,Economically Disadvantaged,391,394,99.2
Div,18,Carroll County ,Mathematics,English Learners,112,112,100
Div,18,Carroll County ,Reading,English Learners,102,102,100
Div,18,Carroll County ,Science,English Learners,28,28,100
Div,18,Carroll County ,Mathematics,Female,851,855,99.5
Div,18,Carroll County ,Reading,Female,849,852,99.6
Div,18,Carroll County ,Science,Female,234,234,100
Div,18,Carroll County ,Mathematics,Hispanic,121,121,100
Div,18,Carroll County ,Reading,Hispanic,114,114,100
Div,18,Carroll County ,Science,Hispanic,36,36,100
Div,18,Carroll County ,Mathematics,Male,906,907,99.9
Div,18,Carroll County ,Reading,Male,898,900,99.8
Div,18,Carroll County ,Science,Male,264,264,100
Div,18,Carroll County ,Mathematics,Multiple Races,45,45,100
Div,18,Carroll County ,Reading,Multiple Races,45,45,100
Div,18,Carroll County ,Science,Multiple Races,18,18,100
Div,18,Carroll County ,Mathematics,Students with Disabilities,317,317,100
Div,18,Carroll County ,Reading,Students with Disabilities,317,317,100
Div,18,Carroll County ,Science,Students with Disabilities,126,126,100
Div,18,Carroll County ,Mathematics,White,1578,1583,99.7
Div,18,Carroll County ,Reading,White,1576,1580,99.7
Div,18,Carroll County ,Science,White,666,669,99.6
Div,19,Charles City County ,Mathematics,All Students,254,254,100
Div,19,Charles City County ,Reading,All Students,253,253,100
Div,19,Charles City County ,Science,All Students,95,96,99
Div,19,Charles City County ,Mathematics,Asian,0,0,0
Div,19,Charles City County ,Reading,Asian,0,0,0
Div,19,Charles City County ,Mathematics,Black,119,119,100
Div,19,Charles City County ,Reading,Black,119,119,100
Div,19,Charles City County ,Science,Black,43,43,100
Div,19,Charles City County ,Mathematics,Economically Disadvantaged,154,154,100
Div,19,Charles City County ,Reading,Economically Disadvantaged,153,153,100
Div,19,Charles City County ,Science,Economically Disadvantaged,59,60,98.3
Div,19,Charles City County ,Mathematics,English Learners,0,0,0
Div,19,Charles City County ,Reading,English Learners,0,0,0
Div,19,Charles City County ,Science,English Learners,0,0,0
Div,19,Charles City County ,Mathematics,Female,120,120,100
Div,19,Charles City County ,Reading,Female,120,120,100
Div,19,Charles City County ,Science,Female,31,31,100
Div,19,Charles City County ,Mathematics,Hispanic,0,0,0
Div,19,Charles City County ,Reading,Hispanic,0,0,0
Div,19,Charles City County ,Science,Hispanic,0,0,0
Div,19,Charles City County ,Mathematics,Male,134,134,100
Div,19,Charles City County ,Reading,Male,133,133,100
Div,19,Charles City County ,Science,Male,32,32,100
Div,19,Charles City County ,Mathematics,Multiple Races,41,41,100
Div,19,Charles City County ,Reading,Multiple Races,41,41,100
Div,19,Charles City County ,Science,Multiple Races,14,14,100
Div,19,Charles City County ,Mathematics,Students with Disabilities,61,61,100
Div,19,Charles City County ,Reading,Students with Disabilities,61,61,100
Div,19,Charles City County ,Science,Students with Disabilities,23,23,100
Div,19,Charles City County ,Mathematics,White,76,76,100
Div,19,Charles City County ,Reading,White,74,74,100
Div,19,Charles City County ,Science,White,27,28,96.4
Div,20,Charlotte County ,Mathematics,All Students,837,839,99.8
Div,20,Charlotte County ,Reading,All Students,835,838,99.6
Div,20,Charlotte County ,Science,All Students,338,341,99.1
Div,20,Charlotte County ,Reading,Asian,0,0,0
Div,20,Charlotte County ,Mathematics,Black,215,216,99.5
Div,20,Charlotte County ,Reading,Black,210,211,99.5
Div,20,Charlotte County ,Science,Black,91,92,98.9
Div,20,Charlotte County ,Mathematics,Economically Disadvantaged,483,485,99.6
Div,20,Charlotte County ,Reading,Economically Disadvantaged,481,484,99.4
Div,20,Charlotte County ,Science,Economically Disadvantaged,180,183,98.4
Div,20,Charlotte County ,Mathematics,English Learners,0,0,0
Div,20,Charlotte County ,Reading,English Learners,0,0,0
Div,20,Charlotte County ,Mathematics,Female,405,405,100
Div,20,Charlotte County ,Reading,Female,404,404,100
Div,20,Charlotte County ,Science,Female,107,107,100
Div,20,Charlotte County ,Mathematics,Hispanic,26,26,100
Div,20,Charlotte County ,Reading,Hispanic,24,24,100
Div,20,Charlotte County ,Science,Hispanic,12,12,100
Div,20,Charlotte County ,Mathematics,Male,432,434,99.5
Div,20,Charlotte County ,Reading,Male,431,434,99.3
Div,20,Charlotte County ,Science,Male,117,117,100
Div,20,Charlotte County ,Mathematics,Multiple Races,74,74,100
Div,20,Charlotte County ,Reading,Multiple Races,75,75,100
Div,20,Charlotte County ,Science,Multiple Races,26,26,100
Div,20,Charlotte County ,Mathematics,Students with Disabilities,105,106,99.1
Div,20,Charlotte County ,Reading,Students with Disabilities,104,106,98.1
Div,20,Charlotte County ,Science,Students with Disabilities,49,51,96.1
Div,20,Charlotte County ,Mathematics,White,522,523,99.8
Div,20,Charlotte County ,Reading,White,525,527,99.6
Div,20,Charlotte County ,Science,White,209,211,99.1
Div,104,Charlottesville City ,Mathematics,All Students,2066,2087,99
Div,104,Charlottesville City ,Reading,All Students,2033,2048,99.3
Div,104,Charlottesville City ,Science,All Students,825,845,97.6
Div,104,Charlottesville City ,Mathematics,Asian,141,141,100
Div,104,Charlottesville City ,Reading,Asian,124,125,99.2
Div,104,Charlottesville City ,Science,Asian,40,40,100
Div,104,Charlottesville City ,Mathematics,Black,510,518,98.5
Div,104,Charlottesville City ,Reading,Black,513,518,99
Div,104,Charlottesville City ,Science,Black,216,223,96.9
Div,104,Charlottesville City ,Mathematics,Economically Disadvantaged,1065,1077,98.9
Div,104,Charlottesville City ,Reading,Economically Disadvantaged,1045,1059,98.7
Div,104,Charlottesville City ,Science,Economically Disadvantaged,406,421,96.4
Div,104,Charlottesville City ,Mathematics,English Learners,445,446,99.8
Div,104,Charlottesville City ,Reading,English Learners,402,404,99.5
Div,104,Charlottesville City ,Science,English Learners,140,143,97.9
Div,104,Charlottesville City ,Mathematics,Female,1038,1044,99.4
Div,104,Charlottesville City ,Reading,Female,1014,1019,99.5
Div,104,Charlottesville City ,Science,Female,296,300,98.7
Div,104,Charlottesville City ,Mathematics,Hispanic,286,288,99.3
Div,104,Charlottesville City ,Reading,Hispanic,265,269,98.5
Div,104,Charlottesville City ,Science,Hispanic,110,116,94.8
Div,104,Charlottesville City ,Mathematics,Male,1028,1043,98.6
Div,104,Charlottesville City ,Reading,Male,1019,1029,99
Div,104,Charlottesville City ,Science,Male,277,280,98.9
Div,104,Charlottesville City ,Mathematics,Multiple Races,272,275,98.9
Div,104,Charlottesville City ,Reading,Multiple Races,269,270,99.6
Div,104,Charlottesville City ,Science,Multiple Races,90,92,97.8
Div,104,Charlottesville City ,Mathematics,Students with Disabilities,247,252,98
Div,104,Charlottesville City ,Reading,Students with Disabilities,251,255,98.4
Div,104,Charlottesville City ,Science,Students with Disabilities,103,105,98.1
Div,104,Charlottesville City ,Mathematics,White,857,865,99.1
Div,104,Charlottesville City ,Reading,White,862,866,99.5
