Div Num,Div Name,Subject,Subgroup,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate
9,Bath County ,English: Reading,Hispanic,0,64,0
9,Bath County ,English: Writing,Hispanic,,0,
9,Bath County ,History and Social Sciences,Hispanic,0,0,0
9,Bath County ,Mathematics,Hispanic,0,70,0
9,Bath County ,Science,Hispanic,0,0,0
9,Bath County ,English: Reading,Male,57,65,80
9,Bath County ,English: Writing,Male,50,53,0
9,Bath County ,History and Social Sciences,Male,55,69,75
9,Bath County ,Mathematics,Male,72,79,74
9,Bath County ,Science,Male,76,52,79
9,Bath County ,English: Reading,Multiple Races,0,0,0
9,Bath County ,English: Writing,Multiple Races,0,,0
9,Bath County ,History and Social Sciences,Multiple Races,0,0,0
9,Bath County ,Mathematics,Multiple Races,0,0,0
9,Bath County ,Science,Multiple Races,0,0,0
9,Bath County ,English: Reading,Students with Disabilities,38,36,60
9,Bath County ,English: Writing,Students with Disabilities,0,0,
9,Bath County ,History and Social Sciences,Students with Disabilities,27,33,46
9,Bath County ,Mathematics,Students with Disabilities,44,49,53
9,Bath County ,Science,Students with Disabilities,55,29,71
9,Bath County ,English: Reading,White,62,69,78
9,Bath County ,English: Writing,White,60,64,84
9,Bath County ,History and Social Sciences,White,59,65,61
9,Bath County ,Mathematics,White,73,80,79
9,Bath County ,Science,White,78,52,79
10,Bedford County ,English: Reading,All Students,76,75,77
10,Bedford County ,English: Writing,All Students,66,68,79
10,Bedford County ,History and Social Sciences,All Students,62,64,68
10,Bedford County ,Mathematics,All Students,70,72,77
10,Bedford County ,Science,All Students,64,65,70
10,Bedford County ,English: Reading,Asian,90,84,91
10,Bedford County ,English: Writing,Asian,82,83,100
10,Bedford County ,History and Social Sciences,Asian,76,87,85
10,Bedford County ,Mathematics,Asian,92,91,90
10,Bedford County ,Science,Asian,79,89,95
10,Bedford County ,English: Reading,Black,60,62,60
10,Bedford County ,English: Writing,Black,53,55,65
10,Bedford County ,History and Social Sciences,Black,40,48,45
10,Bedford County ,Mathematics,Black,52,56,61
10,Bedford County ,Science,Black,50,46,50
10,Bedford County ,English: Reading,Economically Disadvantaged,65,63,66
10,Bedford County ,English: Writing,Economically Disadvantaged,54,51,64
10,Bedford County ,History and Social Sciences,Economically Disadvantaged,47,51,55
10,Bedford County ,Mathematics,Economically Disadvantaged,57,59,67
10,Bedford County ,Science,Economically Disadvantaged,50,51,60
10,Bedford County ,English: Reading,English Learners,63,56,63
10,Bedford County ,English: Writing,English Learners,0,50,0
10,Bedford County ,History and Social Sciences,English Learners,0,51,63
10,Bedford County ,Mathematics,English Learners,57,52,67
10,Bedford County ,Science,English Learners,18,49,53
10,Bedford County ,English: Reading,Female,78,79,80
10,Bedford County ,English: Writing,Female,73,77,84
10,Bedford County ,History and Social Sciences,Female,59,61,68
10,Bedford County ,Mathematics,Female,70,72,77
10,Bedford County ,Science,Female,63,63,69
10,Bedford County ,English: Reading,Hispanic,77,67,68
10,Bedford County ,English: Writing,Hispanic,65,61,65
10,Bedford County ,History and Social Sciences,Hispanic,63,63,63
10,Bedford County ,Mathematics,Hispanic,67,64,70
10,Bedford County ,Science,Hispanic,58,65,62
10,Bedford County ,English: Reading,Male,75,72,75
10,Bedford County ,English: Writing,Male,59,61,73
10,Bedford County ,History and Social Sciences,Male,64,66,69
10,Bedford County ,Mathematics,Male,70,72,76
10,Bedford County ,Science,Male,65,67,71
10,Bedford County ,English: Reading,Multiple Races,71,68,71
10,Bedford County ,English: Writing,Multiple Races,52,53,74
10,Bedford County ,History and Social Sciences,Multiple Races,46,59,67
10,Bedford County ,Mathematics,Multiple Races,62,62,70
10,Bedford County ,Science,Multiple Races,44,56,63
10,Bedford County ,English: Reading,Students with Disabilities,42,44,45
10,Bedford County ,English: Writing,Students with Disabilities,18,24,36
10,Bedford County ,History and Social Sciences,Students with Disabilities,29,27,31
10,Bedford County ,Mathematics,Students with Disabilities,37,43,47
10,Bedford County ,Science,Students with Disabilities,29,35,41
10,Bedford County ,English: Reading,White,78,78,80
10,Bedford County ,English: Writing,White,67,71,81
10,Bedford County ,History and Social Sciences,White,65,65,70
10,Bedford County ,Mathematics,White,72,74,79
10,Bedford County ,Science,White,67,67,73
11,Bland County ,English: Reading,All Students,74,76,76
11,Bland County ,English: Writing,All Students,69,62,98
11,Bland County ,History and Social Sciences,All Students,73,77,77
11,Bland County ,Mathematics,All Students,71,75,72
11,Bland County ,Science,All Students,75,75,81
11,Bland County ,English: Reading,Asian,,0,86
11,Bland County ,History and Social Sciences,Asian,,0,92
11,Bland County ,Mathematics,Asian,0,0,79
11,Bland County ,Science,Asian,0,,
11,Bland County ,English: Reading,Black,,80,77
11,Bland County ,History and Social Sciences,Black,,67,54
11,Bland County ,Mathematics,Black,0,60,45
11,Bland County ,Science,Black,0,,
11,Bland County ,English: Reading,Economically Disadvantaged,66,66,67
11,Bland County ,English: Writing,Economically Disadvantaged,55,46,95
11,Bland County ,History and Social Sciences,Economically Disadvantaged,60,69,71
11,Bland County ,Mathematics,Economically Disadvantaged,63,67,62
11,Bland County ,Science,Economically Disadvantaged,66,66,72
11,Bland County ,English: Reading,English Learners,,0,
11,Bland County ,History and Social Sciences,English Learners,,0,
11,Bland County ,Mathematics,English Learners,,0,
11,Bland County ,English: Reading,Female,80,81,82
11,Bland County ,English: Writing,Female,85,76,95
11,Bland County ,History and Social Sciences,Female,71,79,79
11,Bland County ,Mathematics,Female,76,77,73
11,Bland County ,Science,Female,76,73,85
11,Bland County ,English: Reading,Hispanic,0,96,82
11,Bland County ,English: Writing,Hispanic,0,0,0
11,Bland County ,History and Social Sciences,Hispanic,0,76,79
11,Bland County ,Mathematics,Hispanic,0,58,81
11,Bland County ,Science,Hispanic,0,0,0
11,Bland County ,English: Reading,Male,69,71,70
11,Bland County ,English: Writing,Male,56,42,100
11,Bland County ,History and Social Sciences,Male,76,75,75
11,Bland County ,Mathematics,Male,67,74,71
11,Bland County ,Science,Male,75,77,78
11,Bland County ,English: Reading,Multiple Races,73,65,86
11,Bland County ,English: Writing,Multiple Races,0,0,0
11,Bland County ,History and Social Sciences,Multiple Races,0,54,69
11,Bland County ,Mathematics,Multiple Races,69,63,59
11,Bland County ,Science,Multiple Races,0,0,0
11,Bland County ,English: Reading,Students with Disabilities,48,45,41
11,Bland County ,English: Writing,Students with Disabilities,50,0,0
11,Bland County ,History and Social Sciences,Students with Disabilities,50,56,56
11,Bland County ,Mathematics,Students with Disabilities,52,59,45
11,Bland County ,Science,Students with Disabilities,55,53,50
11,Bland County ,English: Reading,White,74,74,75
11,Bland County ,English: Writing,White,69,63,98
11,Bland County ,History and Social Sciences,White,73,79,79
11,Bland County ,Mathematics,White,71,77,74
11,Bland County ,Science,White,75,76,81
12,Botetourt County ,English: Reading,All Students,84,84,84
12,Botetourt County ,English: Writing,All Students,66,63,
12,Botetourt County ,History and Social Sciences,All Students,81,80,78
12,Botetourt County ,Mathematics,All Students,85,86,86
12,Botetourt County ,Science,All Students,76,74,79
12,Botetourt County ,English: Reading,Asian,90,81,93
12,Botetourt County ,English: Writing,Asian,0,0,
12,Botetourt County ,History and Social Sciences,Asian,92,91,91
12,Botetourt County ,Mathematics,Asian,88,93,90
12,Botetourt County ,Science,Asian,82,88,94
12,Botetourt County ,English: Reading,Black,80,76,79
12,Botetourt County ,English: Writing,Black,0,0,
12,Botetourt County ,History and Social Sciences,Black,56,83,57
12,Botetourt County ,Mathematics,Black,75,81,73
12,Botetourt County ,Science,Black,50,71,67
12,Botetourt County ,English: Reading,Economically Disadvantaged,73,74,75
12,Botetourt County ,English: Writing,Economically Disadvantaged,43,48,
12,Botetourt County ,History and Social Sciences,Economically Disadvantaged,67,69,69
12,Botetourt County ,Mathematics,Economically Disadvantaged,74,77,77
12,Botetourt County ,Science,Economically Disadvantaged,61,60,66
12,Botetourt County ,English: Reading,English Learners,37,26,26
12,Botetourt County ,History and Social Sciences,English Learners,0,0,32
12,Botetourt County ,Mathematics,English Learners,49,46,56
12,Botetourt County ,Science,English Learners,22,18,21
12,Botetourt County ,English: Reading,Female,87,85,86
12,Botetourt County ,English: Writing,Female,74,72,
12,Botetourt County ,History and Social Sciences,Female,79,77,75
12,Botetourt County ,Mathematics,Female,86,87,87
12,Botetourt County ,Science,Female,77,72,79
12,Botetourt County ,English: Reading,Hispanic,67,65,60
12,Botetourt County ,English: Writing,Hispanic,77,62,
12,Botetourt County ,History and Social Sciences,Hispanic,70,72,61
12,Botetourt County ,Mathematics,Hispanic,72,72,71
12,Botetourt County ,Science,Hispanic,57,62,51
12,Botetourt County ,English: Reading,Male,82,83,83
12,Botetourt County ,English: Writing,Male,58,54,
12,Botetourt County ,History and Social Sciences,Male,84,83,81
12,Botetourt County ,Mathematics,Male,84,85,85
12,Botetourt County ,Science,Male,75,77,80
12,Botetourt County ,English: Reading,Multiple Races,82,84,84
12,Botetourt County ,English: Writing,Multiple Races,48,50,
12,Botetourt County ,History and Social Sciences,Multiple Races,78,86,77
12,Botetourt County ,Mathematics,Multiple Races,83,89,89
12,Botetourt County ,Science,Multiple Races,75,71,78
12,Botetourt County ,English: Reading,Students with Disabilities,52,55,55
12,Botetourt County ,English: Writing,Students with Disabilities,19,19,
12,Botetourt County ,History and Social Sciences,Students with Disabilities,45,50,49
12,Botetourt County ,Mathematics,Students with Disabilities,59,62,60
12,Botetourt County ,Science,Students with Disabilities,34,39,50
12,Botetourt County ,English: Reading,White,86,86,86
12,Botetourt County ,English: Writing,White,67,65,
12,Botetourt County ,History and Social Sciences,White,82,79,80
12,Botetourt County ,Mathematics,White,86,87,88
12,Botetourt County ,Science,White,78,76,82
102,Bristol City ,English: Reading,All Students,71,72,71
102,Bristol City ,English: Writing,All Students,54,64,0
102,Bristol City ,History and Social Sciences,All Students,61,65,70
102,Bristol City ,Mathematics,All Students,64,65,66
102,Bristol City ,Science,All Students,62,64,61
102,Bristol City ,English: Reading,Asian,83,80,0
102,Bristol City ,English: Writing,Asian,0,0,
102,Bristol City ,History and Social Sciences,Asian,0,0,0
102,Bristol City ,Mathematics,Asian,92,86,0
102,Bristol City ,Science,Asian,0,0,0
102,Bristol City ,English: Reading,Black,57,55,60
102,Bristol City ,English: Writing,Black,25,54,
102,Bristol City ,History and Social Sciences,Black,40,41,67
102,Bristol City ,Mathematics,Black,48,51,58
102,Bristol City ,Science,Black,27,51,44
102,Bristol City ,English: Reading,Economically Disadvantaged,68,70,67
102,Bristol City ,English: Writing,Economically Disadvantaged,53,55,
102,Bristol City ,History and Social Sciences,Economically Disadvantaged,57,60,67
102,Bristol City ,Mathematics,Economically Disadvantaged,59,60,62
102,Bristol City ,Science,Economically Disadvantaged,58,59,55
102,Bristol City ,English: Reading,English Learners,39,40,40
102,Bristol City ,English: Writing,English Learners,,0,
102,Bristol City ,History and Social Sciences,English Learners,0,0,0
102,Bristol City ,Mathematics,English Learners,58,63,37
102,Bristol City ,Science,English Learners,0,60,30
102,Bristol City ,English: Reading,Female,72,73,72
102,Bristol City ,English: Writing,Female,58,67,
102,Bristol City ,History and Social Sciences,Female,56,58,63
102,Bristol City ,Mathematics,Female,64,65,64
102,Bristol City ,Science,Female,63,62,57
102,Bristol City ,English: Reading,Hispanic,66,74,72
102,Bristol City ,English: Writing,Hispanic,0,62,
102,Bristol City ,History and Social Sciences,Hispanic,56,58,83
102,Bristol City ,Mathematics,Hispanic,64,71,67
102,Bristol City ,Science,Hispanic,59,76,43
102,Bristol City ,English: Reading,Male,69,71,71
102,Bristol City ,English: Writing,Male,51,61,0
102,Bristol City ,History and Social Sciences,Male,65,73,78
102,Bristol City ,Mathematics,Male,64,65,67
102,Bristol City ,Science,Male,61,66,65
102,Bristol City ,English: Reading,Multiple Races,65,62,66
102,Bristol City ,English: Writing,Multiple Races,65,55,
102,Bristol City ,History and Social Sciences,Multiple Races,52,60,69
102,Bristol City ,Mathematics,Multiple Races,55,47,55
102,Bristol City ,Science,Multiple Races,59,45,48
102,Bristol City ,English: Reading,Students with Disabilities,43,48,42
102,Bristol City ,English: Writing,Students with Disabilities,0,14,0
102,Bristol City ,History and Social Sciences,Students with Disabilities,39,35,40
102,Bristol City ,Mathematics,Students with Disabilities,31,41,36
102,Bristol City ,Science,Students with Disabilities,28,43,29
102,Bristol City ,English: Reading,White,73,76,73
102,Bristol City ,English: Writing,White,56,66,0
102,Bristol City ,History and Social Sciences,White,64,69,70
102,Bristol City ,Mathematics,White,66,68,68
102,Bristol City ,Science,White,66,68,66
13,Brunswick County ,English: Reading,All Students,57,63,66
13,Brunswick County ,English: Writing,All Students,42,47,48
13,Brunswick County ,History and Social Sciences,All Students,44,48,42
13,Brunswick County ,Mathematics,All Students,52,58,67
13,Brunswick County ,Science,All Students,38,41,48
13,Brunswick County ,English: Reading,Asian,0,0,0
13,Brunswick County ,English: Writing,Asian,0,0,
13,Brunswick County ,History and Social Sciences,Asian,0,0,0
13,Brunswick County ,Mathematics,Asian,0,0,0
13,Brunswick County ,Science,Asian,0,0,0
13,Brunswick County ,English: Reading,Black,55,60,64
13,Brunswick County ,English: Writing,Black,38,43,38
13,Brunswick County ,History and Social Sciences,Black,35,45,40
13,Brunswick County ,Mathematics,Black,51,55,65
13,Brunswick County ,Science,Black,36,35,44
13,Brunswick County ,English: Reading,Economically Disadvantaged,54,62,62
13,Brunswick County ,English: Writing,Economically Disadvantaged,35,47,46
13,Brunswick County ,History and Social Sciences,Economically Disadvantaged,39,45,36
13,Brunswick County ,Mathematics,Economically Disadvantaged,50,55,66
13,Brunswick County ,Science,Economically Disadvantaged,36,38,43
13,Brunswick County ,English: Reading,English Learners,,0,
13,Brunswick County ,English: Writing,English Learners,,0,
13,Brunswick County ,History and Social Sciences,English Learners,,0,0
13,Brunswick County ,Mathematics,English Learners,,0,0
13,Brunswick County ,English: Reading,Female,58,63,64
13,Brunswick County ,English: Writing,Female,49,55,56
13,Brunswick County ,History and Social Sciences,Female,41,45,41
13,Brunswick County ,Mathematics,Female,56,57,67
13,Brunswick County ,Science,Female,36,38,43
13,Brunswick County ,English: Reading,Hispanic,80,76,77
13,Brunswick County ,English: Writing,Hispanic,73,0,0
13,Brunswick County ,History and Social Sciences,Hispanic,78,65,0
13,Brunswick County ,Mathematics,Hispanic,78,78,82
13,Brunswick County ,Science,Hispanic,60,65,58
13,Brunswick County ,English: Reading,Male,55,63,68
13,Brunswick County ,English: Writing,Male,37,39,41
